Noprestamo,Pais,Fechasistema,Producto,Empdeudor1,Empnombdeudor1,Formapgodeudor1,Descripformapgode1,Empdeudor2,Empnombdeudor2,Formapagdeudor2,FechaDesem,Fechacancelacion,Saldoprestamo,Tasaintorig,Tasaintact,Tipocartera,Diasmora,Anomes,Mtomescorr,Mto30dias,Mto60dias,Mto90dias,Mto120dias,Mto150dias,Mto180dias,Mto210dias,Mto240dias,Mto270dias,Mto300dias,Mto330dias,Mto360dias,Mtomas360dias,Saldoprogram,Tipoprestamo,Mtototalmora,Diasmorareal,Contagiadosn,Porcendeudamientotal,DelinquencySinAlivio,Monto CXC,Identificacion,aniomesfsubida,aniomesfdesem,fechasubidamesanterior
01-A-0887,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,6377,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE SANTA ANA,DD,2006-01-14,NULL,13606.29,7.75,9.75,Cartera Administrada,NULL,202012,7.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,7.25,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20061,2020-11-01
01-A-0888,SAL,202012,HIPOTECA,476,ARQUIDECORA S.A. DE C.V.,VOL,Pago Voluntario,NULL,NULL,NULL,2005-12-21,NULL,22300.19,7.75,8.04,Cartera Administrada,NULL,202012,68.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,68.58,NULL,NO,NULL,CURRENT,212.91,NULL,202012,200512,2020-11-01
01-A-0889,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,744,FUERA DEL PAIS,VOL,2006-01-19,2011-04-19,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0891,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,ACH,Transferencia ACH,NULL,NULL,NULL,2005-12-20,2007-12-21,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200512,2020-11-01
01-A-0892,SAL,202012,HIPOTECA,5965,CLIENTE FALLECIDO,ACH,Transferencia ACH,104,DROGUERIA SANTA LUCIA SA DE CV,DD,2005-12-21,2009-07-02,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200512,2020-11-01
01-A-0893,SAL,202012,HIPOTECA,3,AMA DE CASA,VOL,Pago Voluntario,6241,PENSIONADO AFP CRECER,VOL,2005-12-20,NULL,3600.31,7.75,9.75,Cartera Administrada,NULL,202012,1.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,1.92,NULL,NO,NULL,31-60 DAYS,308.41,NULL,202012,200512,2020-11-01
01-A-0894,SAL,202012,HIPOTECA,813,FUNERALES CHACON,ACH,Transferencia ACH,196,CLIENTE SIN EMPLEO,VOL,2006-01-13,2007-08-31,NULL,8.00,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0895,SAL,202012,HIPOTECA,825,ACADEMIA BRITANICA CUSCATLECA,DD,Descuento Directo,196,CLIENTE SIN EMPLEO,VOL,2005-12-21,2011-11-29,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200512,2020-11-01
01-A-0896,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2005-12-21,2013-05-21,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200512,2020-11-01
01-A-0897,SAL,202012,HIPOTECA,53,CORTE SUPREMA DE JUSTICIA,VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,N/A,2006-01-19,NULL,18082.64,7.75,9.92,Cartera Administrada,33,202012,21.13,222.77,222.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,466.67,NULL,NO,NULL,31-60 DAYS,NULL,NULL,202012,20061,2020-11-01
01-A-0898,SAL,202012,HIPOTECA,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,DD,Descuento Directo,NULL,NULL,NULL,2006-01-13,2012-07-04,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0900,SAL,202012,HIPOTECA,34,LA CONSTANCIA LTDA. DE C.V.,VOL,Pago Voluntario,3,AMA DE CASA,N/A,2006-02-10,NULL,11582.02,7.75,10.16,Cartera Administrada,NULL,202012,9.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,9.65,NULL,NO,NULL,31-60 DAYS,457.51,NULL,202012,20062,2020-11-01
01-A-0901,SAL,202012,HIPOTECA,6377,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE SANTA ANA,DD,Descuento Directo,NULL,NULL,NULL,2006-02-07,NULL,12382.23,7.75,10.00,Cartera Administrada,NULL,202012,23.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,23.68,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20062,2020-11-01
01-A-0902,SAL,202012,HIPOTECA,235,OMNISPORT SA DE CV,VOL,Pago Voluntario,NULL,NULL,NULL,2005-12-21,NULL,17393.45,7.75,9.05,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,CURRENT,5.56,NULL,202012,200512,2020-11-01
01-A-0903,SAL,202012,HIPOTECA,312,ASAMBLEA LEGISLATIVA,DD,Descuento Directo,NULL,NULL,NULL,2006-01-12,NULL,41640.51,7.75,8.41,Cartera en Libros,NULL,202012,47.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,47.84,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20061,2020-11-01
01-A-0904,SAL,202012,HIPOTECA,53,CORTE SUPREMA DE JUSTICIA,ACH,Transferencia ACH,53,CORTE SUPREMA DE JUSTICIA,VOL,2006-01-12,2011-10-31,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0905,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,5965,CLIENTE FALLECIDO,N/A,2006-01-09,NULL,20731.88,7.75,8.29,Cartera en Libros,50,202012,219.08,331.13,331.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,881.34,NULL,NO,NULL,151-180 DAYS,1556.74,NULL,202012,20061,2020-11-01
01-A-0906,SAL,202012,HIPOTECA,332,PENSIONADO-IPSFA,DD,Descuento Directo,NULL,NULL,NULL,2006-01-09,NULL,9788.62,7.75,9.75,Cartera en Libros,NULL,202012,18.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,18.25,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20061,2020-11-01
01-A-0908,SAL,202012,HIPOTECA,157,"""BANCO DAVIVIENDA SALVADOREÑO, S.A.""",VOL,Pago Voluntario,NULL,NULL,NULL,2006-01-09,NULL,12247.28,7.75,9.00,Cartera Administrada,NULL,202012,111.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.94,HIP,111.30,NULL,NO,NULL,91-120 DAYS,700.43,NULL,202012,20061,2020-11-01
01-A-0909,SAL,202012,HIPOTECA,108,HOSPITAL NACIONAL SAN RAFAEL,DD,Descuento Directo,NULL,NULL,NULL,2006-01-12,2007-08-28,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0910,SAL,202012,HIPOTECA,770,AIRPAK S.A DE C.V.,DD,Descuento Directo,196,CLIENTE SIN EMPLEO,VOL,2006-03-31,2007-07-06,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20063,2020-11-01
01-A-0911,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,196,CLIENTE SIN EMPLEO,VOL,2006-01-20,2007-12-27,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0912,SAL,202012,HIPOTECA,849,TRANSPORTES CONSOLIDADOS SA DE CV,ACH,Transferencia ACH,196,CLIENTE SIN EMPLEO,VOL,2006-01-10,2007-10-04,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0913,SAL,202012,HIPOTECA,850,CHAVEZ DIAZ SA DE CV,DD,Descuento Directo,6697,PROFESIONAL INDEPENDIENTE,VOL,2006-01-09,NULL,11661.73,7.75,10.25,Cartera Administrada,NULL,202012,143.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,143.97,NULL,NO,NULL,91-120 DAYS,834.20,NULL,202012,20061,2020-11-01
01-A-0915,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,744,FUERA DEL PAIS,VOL,2006-02-07,NULL,34339.13,7.00,8.44,Cartera Administrada,1,202012,11.01,386.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,397.65,NULL,NO,NULL,1-30 DAYS,0.00,NULL,202012,20062,2020-11-01
01-A-0916,SAL,202012,HIPOTECA,452,ASALARIADO EN EEUU (PLAN DE HERMANOS LEJANOS),VOL,Pago Voluntario,6377,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE SANTA ANA,N/A,2006-02-03,2018-08-22,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20062,2020-11-01
01-A-0917,SAL,202012,HIPOTECA,835,COMERCIAL GASAL,VOL,Pago Voluntario,6903,ALIGO EL SALVADOR S.A. DE C.V.,N/A,2006-03-03,2013-03-27,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20063,2020-11-01
01-A-0918,SAL,202012,HIPOTECA,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,VOL,Pago Voluntario,5660,HOSPITAL NACIONAL DE GENERAL DE SAN PEDRO USULUTAN,DD,2006-01-20,NULL,14756.33,7.75,9.22,Cartera Administrada,NULL,202012,29.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,29.74,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20061,2020-11-01
01-A-0919,SAL,202012,HIPOTECA,6955,QUALITY GRAINS SA DE CV,VOL,Pago Voluntario,6377,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE SANTA ANA,N/A,2006-01-26,2011-08-24,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0920,SAL,202012,HIPOTECA,848,LIBRERIA CERVANTES,DD,Descuento Directo,718,RAF SA DE CV,ACH,2006-01-17,2008-05-06,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0921,SAL,202012,HIPOTECA,55,SCOTIABANK EL SALVADOR S.A.,ACH,Transferencia ACH,NULL,NULL,NULL,2006-02-17,2006-10-18,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20062,2020-11-01
01-A-0922,SAL,202012,HIPOTECA,268,INDUSTRIAS MIKE MIKE SA DE CV,DD,Descuento Directo,853,"""BRENNTAG EL SALVADOR, S.A. DE C.V.""",VOL,2006-01-21,NULL,11034.52,7.75,10.25,Cartera Administrada,NULL,202012,86.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,86.53,NULL,NO,NULL,31-60 DAYS,407.86,NULL,202012,20061,2020-11-01
01-A-0923,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,287,ADMINISTRACION NACIONAL DE ACUEDUCTOS Y ALCANTARIL,VOL,2006-01-30,2010-01-18,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0924,SAL,202012,HIPOTECA,5965,CLIENTE FALLECIDO,DD,Descuento Directo,102,AFP CONFIA S.A.,ACH,2006-01-10,2008-07-29,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0926,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,832,MEGATEX SA DE CV,VOL,2006-02-16,NULL,11555.52,7.75,9.25,Cartera Administrada,61,202012,1.85,136.34,136.34,136.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.86,HIP,410.87,NULL,NO,NULL,181-210 DAYS,769.36,NULL,202012,20062,2020-11-01
01-A-0927,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2006-01-21,2010-03-30,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0928,SAL,202012,HIPOTECA,859,DISPOSITIVOS INTELIGENTES DE SEGURIDAD SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2006-01-13,2017-05-17,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0929,SAL,202012,HIPOTECA,452,ASALARIADO EN EEUU (PLAN DE HERMANOS LEJANOS),VOL,Pago Voluntario,452,ASALARIADO EN EEUU (PLAN DE HERMANOS LEJANOS),N/A,2006-01-26,2016-11-26,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0930,SAL,202012,HIPOTECA,15,PENSIONADO,VOL,Pago Voluntario,7072,STARLINE INTERNATIONAL,VOL,2006-01-17,NULL,30629.07,7.75,8.75,Cartera Administrada,NULL,202012,146.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,146.55,NULL,NO,NULL,91-120 DAYS,1576.65,NULL,202012,20061,2020-11-01
01-A-0931,SAL,202012,HIPOTECA,5944,ABOGADO-VIA JUDICIAL,ACH,Transferencia ACH,3,AMA DE CASA,N/A,2006-01-30,2009-06-22,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0932,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,DD,Descuento Directo,860,HIERROS Y BRONCES SA DE CV,DD,2006-01-17,2009-11-09,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0933,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,ACH,Transferencia ACH,NULL,NULL,NULL,2006-01-12,2012-05-25,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0934,SAL,202012,HIPOTECA,158,HILANDERIAS DE EXPORTACION SA,VOL,Pago Voluntario,NULL,NULL,NULL,2006-01-31,2018-05-03,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0935,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,NULL,NULL,NULL,2006-01-19,NULL,43726.25,7.75,8.40,Cartera en Libros,183,202012,52.39,465.62,465.62,465.62,465.62,465.62,465.62,465.62,NULL,NULL,NULL,NULL,NULL,NULL,59.38,HIP,3311.73,NULL,NO,NULL,301-330 DAYS,1862.48,NULL,202012,20061,2020-11-01
01-A-0937,SAL,202012,HIPOTECA,326,INDEPENDIENTE EN EE.UU,ACH,Transferencia ACH,6697,PROFESIONAL INDEPENDIENTE,N/A,2006-01-30,2020-10-21,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0938,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2006-03-13,2019-06-26,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20063,2020-11-01
01-A-0939,SAL,202012,HIPOTECA,596,MINISTERIO DE EDUCACION DEPARTAMENTAL DE USULUTAN,VOL,Pago Voluntario,596,MINISTERIO DE EDUCACION DEPARTAMENTAL DE USULUTAN,DD,2006-02-16,NULL,10643.93,7.75,9.75,Cartera Administrada,NULL,202012,22.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,22.68,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20062,2020-11-01
01-A-0940,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,NULL,NULL,NULL,2006-01-20,NULL,18033.23,7.75,9.63,Cartera Administrada,NULL,202012,122.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,122.36,NULL,NO,NULL,61-90 DAYS,886.98,NULL,202012,20061,2020-11-01
01-A-0943,SAL,202012,HIPOTECA,205,CENTRO NACIONAL DE REGISTROS,DD,Descuento Directo,196,CLIENTE SIN EMPLEO,VOL,2006-01-30,2012-09-04,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0944,SAL,202012,HIPOTECA,102,AFP CONFIA S.A.,ACH,Transferencia ACH,NULL,NULL,NULL,2006-01-20,2014-10-27,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0946,SAL,202012,HIPOTECA,5965,CLIENTE FALLECIDO,ACH,Transferencia ACH,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,DD,2006-01-23,2007-02-22,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0947,SAL,202012,HIPOTECA,5831,ACTIVA S.A. DE C.V.,ACH,Transferencia ACH,71,CANAL DOS SA DE CV,ACH,2006-01-31,2010-07-20,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0948,SAL,202012,HIPOTECA,53,CORTE SUPREMA DE JUSTICIA,VOL,Pago Voluntario,NULL,NULL,NULL,2006-02-03,NULL,15009.85,7.75,9.75,Cartera Administrada,NULL,202012,20.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,20.00,NULL,NO,NULL,1-30 DAYS,180.56,NULL,202012,20062,2020-11-01
01-A-0949,SAL,202012,HIPOTECA,6212,"""BANCO ATLANTIDA EL SALVADOR, S.A.""",VOL,Pago Voluntario,744,FUERA DEL PAIS,N/A,2006-02-03,2018-11-08,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20062,2020-11-01
01-A-0950,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,3,AMA DE CASA,N/A,2006-01-30,2014-09-12,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0951,SAL,202012,HIPOTECA,523,INVERSIONES BONAVENTURE SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2006-01-26,2006-06-01,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0952,SAL,202012,HIPOTECA,610,PROMEDICA HOSPITALARIA S.A. DE C.V.,DD,Descuento Directo,196,CLIENTE SIN EMPLEO,VOL,2006-01-26,2015-12-21,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20061,2020-11-01
01-A-0953,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,ACH,Transferencia ACH,6697,PROFESIONAL INDEPENDIENTE,ACH,2006-02-08,2008-12-03,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20062,2020-11-01
01-A-0954,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,870,INSTITUTO NACIONAL DE SENSUNTEPEQUE,VOL,2006-01-26,NULL,18846.76,7.75,8.90,Cartera Administrada,61,202012,2.05,255.37,255.37,255.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209.04,HIP,768.16,NULL,NO,NULL,181-210 DAYS,1410.14,NULL,202012,20061,2020-11-01
01-A-0955,SAL,202012,HIPOTECA,15,PENSIONADO,DD,Descuento Directo,13,SISTEMAS BEA,ACH,2006-02-28,2008-03-12,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20062,2020-11-01
